community,region,area_sqm,floor,orientation,decoration,build_year,total_price_wan,unit_price_yuan_per_sqm,source_file,source
吴中路1001弄小区,闵行,70.27,高层(共6层),南北,精装修,1998,328.0,46678,house_price_raw.csv,anjuke_kaggle
永泰花苑,浦东,97.82,低层(共11层),南北,精装修,2007,455.0,46515,house_price_raw.csv,anjuke_kaggle
世博家园十四街坊,闵行,127.0,低层(共13层),南北,精装修,2009,550.0,43308,house_price_raw.csv,anjuke_kaggle
四季都会·青藤里,宝山,101.0,,南,毛坯,,445.0,44060,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,500.0,共3层,南,简单装修,1998,5700.0,114000,house_price_raw.csv,anjuke_kaggle
闵浦新苑四村,闵行,92.81,低层(共11层),南北,精装修,2009,300.0,32325,house_price_raw.csv,anjuke_kaggle
金地未未来,浦东,150.03,共5层,南北,精装修,2010,1150.0,76652,house_price_raw.csv,anjuke_kaggle
滨浦新苑七村,闵行,117.84,中层(共11层),南北,简单装修,2014,420.0,35642,house_price_raw.csv,anjuke_kaggle
尼德兰花园(二期),浦东,88.07,中层(共13层),南,精装修,2017,500.0,56774,house_price_raw.csv,anjuke_kaggle
金光小区,浦东,61.93,高层(共6层),南,精装修,1998,375.0,60553,house_price_raw.csv,anjuke_kaggle
学前街88弄小区,浦东,11.0,中层(共12层),南北,精装修,2016,50.0,45455,house_price_raw.csv,anjuke_kaggle
金地未未来,浦东,89.63,共5层,南,精装修,2011,900.0,100413,house_price_raw.csv,anjuke_kaggle
凌兆十一村,浦东,92.29,中层(共6层),南,精装修,1998,430.0,46593,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,116.0,高层(共26层),南北,精装修,2015,330.0,28449,house_price_raw.csv,anjuke_kaggle
金地艺华年(公寓住宅),浦东,89.47,中层(共8层),南,精装修,2014,330.0,36884,house_price_raw.csv,anjuke_kaggle
鹤沙航城东茗苑(东区),浦东,74.71,中层(共18层),南北,简单装修,2016,223.0,29849,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,158.0,中层(共26层),南北,精装修,2019,499.0,31583,house_price_raw.csv,anjuke_kaggle
鹤沙航城昱星家园(东区),浦东,67.43,低层(共18层),南北,精装修,2012,191.0,28326,house_price_raw.csv,anjuke_kaggle
浦江瑞和城玖街区,闵行,76.52,中层(共18层),南北,毛坯,2016,210.0,27444,house_price_raw.csv,anjuke_kaggle
浦凌佳苑,浦东,122.12,高层(共15层),南北,精装修,2017,385.0,31527,house_price_raw.csv,anjuke_kaggle
沉香苑一街坊,浦东,90.25,中层(共11层),南,精装修,2013,285.0,31579,house_price_raw.csv,anjuke_kaggle
浦江瑞和城玖街区,闵行,77.0,高层(共18层),南北,毛坯,2014,202.0,26234,house_price_raw.csv,anjuke_kaggle
高行绿洲五期,浦东,93.4,高层(共14层),南北,精装修,2010,408.0,43684,house_price_raw.csv,anjuke_kaggle
三林安居苑,浦东,63.9,低层(共6层),南北,精装修,2000,300.0,46949,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,247.0,高层(共24层),南,精装修,2016,500.0,20243,house_price_raw.csv,anjuke_kaggle
绿地临港家园海洋小区,浦东,86.86,共5层,南北,精装修,2017,165.0,18997,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,77.0,中层(共7层),南北,精装修,2016,218.0,28312,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,170.0,高层(共26层),南北,精装修,2020,498.0,29295,house_price_raw.csv,anjuke_kaggle
三林苑,浦东,71.1,低层(共6层),南北,精装修,1998,325.0,45711,house_price_raw.csv,anjuke_kaggle
高行绿洲五期,浦东,93.4,低层(共14层),南,精装修,2010,410.0,43898,house_price_raw.csv,anjuke_kaggle
金地未未来,浦东,89.63,共5层,南北,精装修,2008,850.0,94835,house_price_raw.csv,anjuke_kaggle
湾流域城(一期),浦东,79.82,共5层,南北,精装修,2011,935.0,117139,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,34.56,中层(共6层),南北,精装修,1986,400.0,115741,house_price_raw.csv,anjuke_kaggle
绿地东岸涟城(北区),浦东,83.37,中层(共12层),南北,精装修,2009,162.0,19432,house_price_raw.csv,anjuke_kaggle
锦绣华都,浦东,90.05,中层(共18层),南北,精装修,2010,605.0,67185,house_price_raw.csv,anjuke_kaggle
景江苑A区,闵行,90.48,中层(共6层),南,精装修,2004,360.0,39788,house_price_raw.csv,anjuke_kaggle
源城锦翠苑,浦东,73.64,低层(共6层),南北,简单装修,2007,448.0,60837,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,47.02,低层(共6层),南,精装修,1990,430.0,91451,house_price_raw.csv,anjuke_kaggle
高行绿洲六期,浦东,74.0,中层(共14层),南北,精装修,2010,333.0,45000,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,50.0,中层(共6层),南北,精装修,2015,136.0,27200,house_price_raw.csv,anjuke_kaggle
长泰公馆,浦东,86.0,低层(共21层),南,精装修,2015,275.0,31977,house_price_raw.csv,anjuke_kaggle
宜浩佳园,浦东,88.11,共4层,南北,精装修,2013,165.0,18727,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,104.0,中层(共15层),南北,精装修,2019,345.0,33174,house_price_raw.csv,anjuke_kaggle
鹤沙航城汇贤雅苑,浦东,54.15,低层(共18层),南,精装修,2014,146.0,26963,house_price_raw.csv,anjuke_kaggle
中铁诺德·璟宸,浦东,129.0,,南,精装修,,398.0,30853,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,21.0,中层(共12层),南北,精装修,2017,56.0,26667,house_price_raw.csv,anjuke_kaggle
金纬苑,浦东,83.21,低层(共6层),南北,精装修,2003,360.0,43265,house_price_raw.csv,anjuke_kaggle
滴水湖馨苑(公寓住宅),浦东,96.64,共5层,南北,毛坯,2013,328.0,33941,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,80.0,中层(共20层),南,精装修,2019,260.0,32500,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,21.0,高层(共6层),南北,精装修,2016,59.0,28096,house_price_raw.csv,anjuke_kaggle
和祥佳园,浦东,84.84,低层(共11层),南北,毛坯,2010,285.0,33593,house_price_raw.csv,anjuke_kaggle
明纶园,浦东,92.21,中层(共6层),南,简单装修,2003,395.0,42838,house_price_raw.csv,anjuke_kaggle
滴水湖馨苑(公寓住宅),浦东,122.7,共5层,南北,精装修,2012,475.0,38713,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,123.16,低层(共20层),南,精装修,2016,420.0,34102,house_price_raw.csv,anjuke_kaggle
锦绣华都,浦东,90.16,高层(共18层),南北,精装修,2010,578.0,64109,house_price_raw.csv,anjuke_kaggle
宜浩佳园,浦东,82.51,共4层,南北,精装修,2009,190.0,23028,house_price_raw.csv,anjuke_kaggle
海洲桃花园,浦东,81.5,中层(共11层),南,简单装修,2004,249.0,30553,house_price_raw.csv,anjuke_kaggle
永泰花苑,浦东,73.63,中层(共11层),南,精装修,2006,449.0,60981,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,16.5,高层(共8层),南北,精装修,2016,50.0,30304,house_price_raw.csv,anjuke_kaggle
永康城浦欣苑,闵行,96.0,中层(共18层),南,精装修,2015,247.0,25730,house_price_raw.csv,anjuke_kaggle
长达佳苑(公寓住宅),浦东,121.14,中层(共6层),南北,精装修,2006,305.0,25178,house_price_raw.csv,anjuke_kaggle
良友大厦,浦东,102.2,中层(共28层),南北,精装修,2015,520.0,50881,house_price_raw.csv,anjuke_kaggle
万科金色雅筑,浦东,97.97,共5层,南,简单装修,2007,768.0,78392,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,21.0,中层(共10层),南北,精装修,2018,56.0,26667,house_price_raw.csv,anjuke_kaggle
滴水湖馨苑(公寓住宅),浦东,145.07,中层(共11层),南北,简单装修,2013,420.0,28952,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,117.0,高层(共21层),南北,豪华装修,2017,350.0,29915,house_price_raw.csv,anjuke_kaggle
红梅苑,闵行,103.74,中层(共6层),南北,简单装修,2004,285.0,27473,house_price_raw.csv,anjuke_kaggle
金沁苑(南区),浦东,77.95,高层(共18层),南北,精装修,2016,269.0,34510,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,358.0,共3层,南北,精装修,2001,6580.0,183799,house_price_raw.csv,anjuke_kaggle
绿地临港家园海洋小区,浦东,86.86,低层(共13层),南,精装修,2007,165.0,18997,house_price_raw.csv,anjuke_kaggle
滨浦新苑七村,闵行,118.0,高层(共11层),南北,豪华装修,2014,495.0,41950,house_price_raw.csv,anjuke_kaggle
长达佳苑(公寓住宅),浦东,121.42,中层(共6层),南北,精装修,2008,305.0,25120,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,71.0,低层(共26层),南北,精装修,2020,60.0,84510000,house_price_raw.csv,anjuke_kaggle
宜浩佳园,浦东,82.72,共4层,南北,精装修,2017,161.0,19464,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,20.0,中层(共11层),南北,精装修,2017,53.8,26900,house_price_raw.csv,anjuke_kaggle
民乐苑,浦东,92.87,低层(共14层),南,精装修,2005,402.0,43287,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,18.0,高层(共6层),南北,精装修,2002,50.0,27778,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,151.29,高层(共16层),南北,精装修,2019,350.0,23135,house_price_raw.csv,anjuke_kaggle
万科金域澜湾(公寓住宅),浦东,90.57,高层(共8层),南北,精装修,2016,305.0,33676,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,35.27,高层(共6层),南北,精装修,1986,385.0,109158,house_price_raw.csv,anjuke_kaggle
万科金域澜湾(公寓住宅),浦东,75.31,高层(共8层),南北,精装修,2017,219.0,29080,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,22.0,中层(共18层),南北,精装修,2019,59.0,26819,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,50.02,中层(共6层),南北,精装修,1989,495.0,98961,house_price_raw.csv,anjuke_kaggle
滴水湖馨苑(公寓住宅),浦东,96.87,共5层,南北,精装修,2012,242.0,24982,house_price_raw.csv,anjuke_kaggle
潼港西八村,浦东,115.35,中层(共6层),南北,精装修,2002,500.0,43347,house_price_raw.csv,anjuke_kaggle
绿地东岸涟城(北区),浦东,86.03,共5层,南北,精装修,2009,168.0,19529,house_price_raw.csv,anjuke_kaggle
绿洲康城亲水湾(中区),浦东,75.89,中层(共20层),南,精装修,2018,495.0,65226,house_price_raw.csv,anjuke_kaggle
高盛家园,浦东,88.35,低层(共15层),南北,简单装修,2014,305.0,34522,house_price_raw.csv,anjuke_kaggle
万科海上传奇(一二期),浦东,97.48,低层(共22层),南北,精装修,2019,875.0,89763,house_price_raw.csv,anjuke_kaggle
中国铁建万科朗拾花语,闵行,85.0,,南,精装修,,657.0,77295,house_price_raw.csv,anjuke_kaggle
锦绣华都,浦东,91.14,高层(共18层),南北,精装修,2010,580.0,63639,house_price_raw.csv,anjuke_kaggle
绿地东岸涟城(南区公寓住宅),浦东,86.01,共5层,南北,精装修,2009,169.0,19649,house_price_raw.csv,anjuke_kaggle
锦绣华都,浦东,90.02,高层(共18层),南北,精装修,2010,550.0,61098,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,288.0,共1层,南北,精装修,1996,5700.0,197917,house_price_raw.csv,anjuke_kaggle
金沁苑(南区),浦东,78.11,中层(共18层),南北,精装修,2013,238.0,30470,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,29.42,高层(共6层),南,精装修,1985,381.0,129504,house_price_raw.csv,anjuke_kaggle
永泰花苑,浦东,83.39,中层(共18层),南北,精装修,2008,455.0,54563,house_price_raw.csv,anjuke_kaggle
高行绿洲四期,浦东,74.69,高层(共14层),南北,精装修,2011,328.0,43915,house_price_raw.csv,anjuke_kaggle
海洲桃花园,浦东,86.56,中层(共11层),南北,精装修,2012,340.0,39280,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,288.0,共1层,南,精装修,1996,5900.0,204862,house_price_raw.csv,anjuke_kaggle
招商臻境,浦东,103.0,,南,精装修,,525.0,50971,house_price_raw.csv,anjuke_kaggle
三林新村(永泰路133弄),浦东,89.02,低层(共14层),南北,简单装修,1990,495.0,55606,house_price_raw.csv,anjuke_kaggle
鹤沙航城昱星家园(东区),浦东,67.41,高层(共18层),南,毛坯,2011,235.0,34862,house_price_raw.csv,anjuke_kaggle
新高桥春晖苑,浦东,91.49,高层(共6层),南北,精装修,2004,430.0,47000,house_price_raw.csv,anjuke_kaggle
民乐苑,浦东,62.85,低层(共6层),南,简单装修,1996,410.0,65235,house_price_raw.csv,anjuke_kaggle
保利铃兰公馆(公寓住宅),浦东,89.73,中层(共8层),南北,精装修,2019,290.0,32320,house_price_raw.csv,anjuke_kaggle
嘉宝前滩后院,浦东,194.47,共5层,南北,精装修,2019,2580.0,132669,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,261.16,共3层,南北,精装修,2000,5000.0,191454,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,17.0,低层(共18层),南北,精装修,2016,50.0,29412,house_price_raw.csv,anjuke_kaggle
恒大翰城瀚林苑(公寓住宅),浦东,133.56,高层(共11层),南北,精装修,2003,850.0,63642,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,51.31,高层(共6层),南北,精装修,1988,488.0,95109,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,17.5,低层(共11层),南,精装修,2015,50.0,28572,house_price_raw.csv,anjuke_kaggle
鹤沙航城航武嘉园(东区),浦东,72.38,低层(共6层),南北,精装修,2012,218.0,30119,house_price_raw.csv,anjuke_kaggle
依水园(一期),浦东,69.53,高层(共34层),南北,精装修,2012,325.0,46743,house_price_raw.csv,anjuke_kaggle
豪嘉府邸,闵行,409.0,共3层,南北,精装修,2000,6000.0,146700,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,31.29,高层(共6层),南,精装修,1986,365.0,116651,house_price_raw.csv,anjuke_kaggle
瀚锦苑,浦东,156.17,高层(共12层),南北,精装修,2015,1068.0,68388,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,116.0,中层(共22层),南北,精装修,2015,98.0,84490000,house_price_raw.csv,anjuke_kaggle
虹中路2弄小区,闵行,21.0,低层(共18层),南北,精装修,2015,56.0,26667,house_price_raw.csv,anjuke_kaggle
纯翠苑,浦东,83.39,低层(共6层),南北,精装修,2004,598.0,71712,house_price_raw.csv,anjuke_kaggle
浦凌佳苑,浦东,85.3,中层(共15层),南北,精装修,2017,303.0,35522,house_price_raw.csv,anjuke_kaggle
保利锦上,闵行,90.0,低层(共10层),南,精装修,2022,650.0,72223,house_price_raw.csv,anjuke_kaggle
虹梅别墅,闵行,288.0,共3层,南北,精装修,1996,4600.0,159723,house_price_raw.csv,anjuke_kaggle
吴中路1001弄小区,闵行,66.04,低层(共6层),南,精装修,,329.0,49819,house_price_raw.csv,anjuke_kaggle
鹤沙航城汇贤雅苑,浦东,70.69,低层(共18层),南北,精装修,2012,185.0,26171,house_price_raw.csv,anjuke_kaggle
良友大厦,浦东,166.0,高层(共20层),南北,精装修,2012,850.0,51205,house_price_raw.csv,anjuke_kaggle
绿洲康城亲水湾(中区),浦东,51.6,中层(共20层),南北,精装修,2017,320.0,62016,house_price_raw.csv,anjuke_kaggle
和康苑,闵行,57.11,中层(共18层),南,毛坯,2014,150.0,26266,house_price_raw.csv,anjuke_kaggle
杨南新村,浦东,68.01,低层(共6层),南北,精装修,1999,322.0,47346,house_price_raw.csv,anjuke_kaggle
海洲桃花园,浦东,80.58,低层(共6层),南北,精装修,2006,250.0,31026,house_price_raw.csv,anjuke_kaggle
万科金域澜湾(公寓住宅),浦东,89.84,中层(共8层),南北,精装修,2016,310.0,34506,house_price_raw.csv,anjuke_kaggle
绿洲康城金邸,浦东,153.04,高层(共18层),南,精装修,2016,1300.0,84946,house_price_raw.csv,anjuke_kaggle
爱法奥朗新庄园,浦东,232.1,共3层,南北,毛坯,2009,1380.0,59458,house_price_raw.csv,anjuke_kaggle
富力十号(公寓住宅),闵行,94.82,中层(共11层),南,精装修,2015,720.0,75934,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,46.85,高层(共6层),南北,精装修,1985,440.0,93917,house_price_raw.csv,anjuke_kaggle
海上风华,浦东,90.81,中层(共8层),南,精装修,2018,320.0,35239,house_price_raw.csv,anjuke_kaggle
爱博一村,闵行,126.53,中层(共13层),南北,毛坯,2009,580.0,45839,house_price_raw.csv,anjuke_kaggle
聚缘中庭,闵行,95.4,低层(共14层),南北,精装修,2018,350.0,36688,house_price_raw.csv,anjuke_kaggle
四季都会·青藤里,宝山,92.0,2025年建造,南,毛坯,,398.0,43261,house_price_raw.csv,anjuke_kaggle
源城锦翠苑,浦东,73.64,低层(共6层),南北,精装修,2016,460.0,62467,house_price_raw.csv,anjuke_kaggle
爱博三村,闵行,120.71,高层(共13层),南北,精装修,2010,552.0,45730,house_price_raw.csv,anjuke_kaggle
宜浩佳园,浦东,130.59,中层(共12层),南北,精装修,2010,310.0,23739,house_price_raw.csv,anjuke_kaggle
长泰公馆,浦东,86.19,中层(共21层),南,精装修,2015,308.0,35736,house_price_raw.csv,anjuke_kaggle
高行绿洲六期,浦东,74.21,低层(共14层),南,精装修,2011,300.0,40426,house_price_raw.csv,anjuke_kaggle
永康城浦欣苑,闵行,78.33,低层(共17层),南北,毛坯,2014,188.0,24002,house_price_raw.csv,anjuke_kaggle
滴水湖馨苑(公寓住宅),浦东,122.7,共5层,南北,毛坯,2012,475.0,38713,house_price_raw.csv,anjuke_kaggle
海洲桃花园,浦东,88.0,共5层,南北,简单装修,2011,336.0,38182,house_price_raw.csv,anjuke_kaggle
万科金域澜湾(公寓住宅),浦东,89.93,中层(共8层),南北,精装修,2017,285.0,31692,house_price_raw.csv,anjuke_kaggle
鹤沙航城汇诚佳苑,浦东,83.82,中层(共18层),南北,简单装修,2013,285.0,34002,house_price_raw.csv,anjuke_kaggle
爱博一村,闵行,84.08,中层(共13层),南北,精装修,2010,380.0,45196,house_price_raw.csv,anjuke_kaggle
杉林新月家园,浦东,119.52,低层(共18层),南北,精装修,2006,665.0,55640,house_price_raw.csv,anjuke_kaggle
潼港六村后,浦东,83.0,高层(共6层),南北,精装修,1994,282.0,33976,house_price_raw.csv,anjuke_kaggle
南郊中华园,浦东,213.51,共3层,南北,精装修,2012,1220.0,57141,house_price_raw.csv,anjuke_kaggle
爱博五村,闵行,123.0,中层(共13层),南北,简单装修,2011,550.0,44716,house_price_raw.csv,anjuke_kaggle
金地未未来,浦东,65.64,中层(共15层),南北,精装修,2011,485.0,73888,house_price_raw.csv,anjuke_kaggle
浦江丽都(南区),闵行,71.82,中层(共6层),南北,精装修,2011,213.0,29658,house_price_raw.csv,anjuke_kaggle
爱博二村,闵行,83.81,中层(共13层),南北,精装修,2009,360.0,42955,house_price_raw.csv,anjuke_kaggle
绿洲康城金帝豪苑,浦东,400.0,共2层,南,精装修,2007,5500.0,137500,house_price_raw.csv,anjuke_kaggle
长泰公馆,浦东,86.14,中层(共21层),南北,精装修,2014,290.0,33667,house_price_raw.csv,anjuke_kaggle
高行绿洲四期,浦东,74.27,高层(共14层),南北,精装修,2011,316.0,42548,house_price_raw.csv,anjuke_kaggle
爱法奥朗新庄园,浦东,323.21,共3层,南,精装修,2010,2200.0,68068,house_price_raw.csv,anjuke_kaggle
浦江宝邸(南区),闵行,77.63,高层(共18层),南北,毛坯,2014,225.0,28984,house_price_raw.csv,anjuke_kaggle
民乐苑,浦东,80.54,共5层,南,简单装修,1996,510.0,63323,house_price_raw.csv,anjuke_kaggle
紫薇二村,闵行,106.45,低层(共6层),南北,精装修,2000,410.0,38516,house_price_raw.csv,anjuke_kaggle
名扬佳园,浦东,124.97,中层(共13层),南北,精装修,2012,550.0,44011,house_price_raw.csv,anjuke_kaggle
民乐苑,浦东,65.01,低层(共14层),南北,精装修,2005,447.0,68759,house_price_raw.csv,anjuke_kaggle
爱博一村,闵行,82.05,高层(共13层),南北,精装修,2009,395.0,48142,house_price_raw.csv,anjuke_kaggle
瑞和华苑(二期),闵行,60.43,中层(共14层),南,精装修,2014,167.0,27636,house_price_raw.csv,anjuke_kaggle
长泰公馆,浦东,87.6,中层(共21层),南北,简单装修,2015,288.0,32877,house_price_raw.csv,anjuke_kaggle
爱博二村,闵行,123.09,高层(共13层),南北,精装修,2009,550.0,44683,house_price_raw.csv,anjuke_kaggle
万科海上传奇(一二期),浦东,87.42,高层(共27层),南北,精装修,2013,828.0,94716,house_price_raw.csv,anjuke_kaggle
浦江瑞和城陆街区(南),闵行,52.0,低层(共18层),南,精装修,2017,150.0,28847,house_price_raw.csv,anjuke_kaggle
万博家园,闵行,90.84,中层(共13层),南北,精装修,2010,385.0,42383,house_price_raw.csv,anjuke_kaggle
尼德兰花园(二期),浦东,100.08,中层(共13层),南北,精装修,2016,633.0,63250,house_price_raw.csv,anjuke_kaggle
华城秀庭,浦东,117.76,中层(共6层),南,精装修,2004,858.0,72861,house_price_raw.csv,anjuke_kaggle
浦江华侨城(二期公寓住宅),闵行,192.11,中层(共11层),南,简单装修,2007,1280.0,66629,house_price_raw.csv,anjuke_kaggle
爱博二村,闵行,80.83,高层(共13层),南北,精装修,2010,335.0,41446,house_price_raw.csv,anjuke_kaggle
永泰花苑,浦东,84.9,低层(共18层),南北,精装修,2006,500.0,58893,house_price_raw.csv,anjuke_kaggle
民乐苑,浦东,86.44,中层(共6层),南,精装修,1996,530.0,61315,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,52.37,中层(共6层),南北,精装修,1986,455.0,86882,house_price_raw.csv,anjuke_kaggle
旭辉江山都会,闵行,125.5,高层(共14层),南北,精装修,2022,650.0,51793,house_price_raw.csv,anjuke_kaggle
京浦小区,浦东,62.7,高层(共6层),南北,简单装修,1995,380.0,60607,house_price_raw.csv,anjuke_kaggle
梅园三街坊,浦东,49.78,低层(共6层),南北,精装修,1985,468.0,94014,house_price_raw.csv,anjuke_kaggle
三林世博家园(H区),浦东,74.72,中层(共6层),南,精装修,2006,405.0,54203,house_price_raw.csv,anjuke_kaggle
永康城浦欣苑,闵行,80.26,低层(共17层),南北,精装修,2015,199.0,24795,house_price_raw.csv,anjuke_kaggle
恒大翰城瀚林苑(公寓住宅),浦东,129.08,高层(共6层),南北,精装修,2017,868.0,67246,house_price_raw.csv,anjuke_kaggle
上实望海,浦东,120.0,,南,精装修,,360.0,30000,house_price_raw.csv,anjuke_kaggle
万科海上传奇(一二期),浦东,89.95,中层(共26层),南,精装修,2019,900.0,100056,house_price_raw.csv,anjuke_kaggle
爱博一村,闵行,128.86,高层(共13层),南北,精装修,2009,530.0,41130,house_price_raw.csv,anjuke_kaggle
依水园(一期),浦东,69.01,高层(共33层),南北,简单装修,2015,300.0,43472,house_price_raw.csv,anjuke_kaggle
万科金域澜湾(公寓住宅),浦东,90.0,中层(共8层),南北,精装修,2019,305.0,33889,house_price_raw.csv,anjuke_kaggle
金谊河畔,浦东,107.85,高层(共17层),南,精装修,2009,858.0,79555,house_price_raw.csv,anjuke_kaggle
康桥花园北园,浦东,94.0,低层(共6层),南北,精装修,1997,320.0,34043,house_price_raw.csv,anjuke_kaggle
海上风华,浦东,90.71,共5层,南北,精装修,2020,314.0,34616,house_price_raw.csv,anjuke_kaggle
华漕新村,闵行,68.11,高层(共6层),南,简单装修,1995,212.0,31127,house_price_raw.csv,anjuke_kaggle
中房樱桃苑,浦东,101.34,低层(共12层),南,精装修,2012,928.0,91573,house_price_raw.csv,anjuke_kaggle
南郊中华园,浦东,239.97,共3层,南北,毛坯,2012,1180.0,49173,house_price_raw.csv,anjuke_kaggle
凯旋汇,浦东,59.8,中层(共18层),南北,精装修,2018,50.0,83620000,house_price_raw.csv,anjuke_kaggle
万科金色城市,浦东,88.78,中层(共18层),南,精装修,2010,840.0,94616,house_price_raw.csv,anjuke_kaggle
尼德兰花园(三期),浦东,120.85,高层(共13层),南,精装修,2020,713.0,58999,house_price_raw.csv,anjuke_kaggle
良友大厦,浦东,100.0,高层(共22层),南北,精装修,2016,595.0,59500,house_price_raw.csv,anjuke_kaggle
长泰公馆,浦东,86.14,中层(共18层),南北,精装修,2014,317.0,36801,house_price_raw.csv,anjuke_kaggle
爱博三村,闵行,122.1,低层(共13层),南北,精装修,2010,550.0,45046,house_price_raw.csv,anjuke_kaggle
